Index,Date,Time,DateTime,Readings_RH,Readings_F,Type
3236,10/17/18,2:21:03 AM,10/17/1802:21:03,28.4,71.7,
3237,10/17/18,2:31:03 AM,10/17/1802:31:03,28.7,71.7,
3238,10/17/18,2:41:03 AM,10/17/1802:41:03,28.8,71.7,
3239,10/17/18,2:51:03 AM,10/17/1802:51:03,28.7,71.7,
3240,10/17/18,3:01:03 AM,10/17/1803:01:03,28.7,71.7,
3241,10/17/18,3:11:03 AM,10/17/1803:11:03,28.7,71.7,
3242,10/17/18,3:21:03 AM,10/17/1803:21:03,28.7,71.7,
3243,10/17/18,3:31:03 AM,10/17/1803:31:03,28.8,71.7,
3244,10/17/18,3:41:03 AM,10/17/1803:41:03,29,71.7,
3245,10/17/18,3:51:03 AM,10/17/1803:51:03,28.8,71.7,
3246,10/17/18,4:01:03 AM,10/17/1804:01:03,29,71.7,
3247,10/17/18,4:11:03 AM,10/17/1804:11:03,29.1,71.7,
3248,10/17/18,4:21:03 AM,10/17/1804:21:03,29.1,71.7,
3249,10/17/18,4:31:03 AM,10/17/1804:31:03,29.2,71.7,
3250,10/17/18,4:41:03 AM,10/17/1804:41:03,29.1,71.7,
3251,10/17/18,4:51:03 AM,10/17/1804:51:03,29.3,71.7,
3252,10/17/18,5:01:03 AM,10/17/1805:01:03,29.5,71.7,
3253,10/17/18,5:11:03 AM,10/17/1805:11:03,29.5,71.7,
3254,10/17/18,5:21:03 AM,10/17/1805:21:03,29.4,71.8,
3255,10/17/18,5:31:03 AM,10/17/1805:31:03,29.5,71.8,
3256,10/17/18,5:41:03 AM,10/17/1805:41:03,29.6,71.8,
3257,10/17/18,5:51:03 AM,10/17/1805:51:03,29.4,71.8,
3258,10/17/18,6:01:03 AM,10/17/1806:01:03,29.5,71.8,
3259,10/17/18,6:11:03 AM,10/17/1806:11:03,29.7,71.8,
3260,10/17/18,6:21:03 AM,10/17/1806:21:03,29.7,71.8,
3261,10/17/18,6:31:03 AM,10/17/1806:31:03,29.6,71.8,
3262,10/17/18,6:41:03 AM,10/17/1806:41:03,29.6,71.8,
3263,10/17/18,6:51:03 AM,10/17/1806:51:03,29.5,71.8,
3264,10/17/18,7:01:03 AM,10/17/1807:01:03,29.5,71.8,
3265,10/17/18,7:11:03 AM,10/17/1807:11:03,29.3,71.7,
3266,10/17/18,7:21:03 AM,10/17/1807:21:03,29.3,71.7,
3267,10/17/18,7:31:03 AM,10/17/1807:31:03,29.4,71.7,
3268,10/17/18,7:41:03 AM,10/17/1807:41:03,29.3,71.7,
3269,10/17/18,7:51:03 AM,10/17/1807:51:03,29.3,71.7,
3270,10/17/18,8:01:03 AM,10/17/1808:01:03,29.3,71.7,
3271,10/17/18,8:11:03 AM,10/17/1808:11:03,29.6,71.7,
3272,10/17/18,8:21:03 AM,10/17/1808:21:03,30.2,71.9,
3273,10/17/18,8:31:03 AM,10/17/1808:31:03,30.3,72,
3274,10/17/18,8:41:03 AM,10/17/1808:41:03,30.3,72.2,
3275,10/17/18,8:51:03 AM,10/17/1808:51:03,30.1,72.2,
3276,10/17/18,9:01:03 AM,10/17/1809:01:03,30.1,72.3,
3277,10/17/18,9:11:03 AM,10/17/1809:11:03,30.3,72.4,
3278,10/17/18,9:21:03 AM,10/17/1809:21:03,30.9,72.4,
3279,10/17/18,9:31:03 AM,10/17/1809:31:03,30.7,72.4,
3280,10/17/18,9:41:03 AM,10/17/1809:41:03,31.5,72.6,
3281,10/17/18,9:51:03 AM,10/17/1809:51:03,32.5,72.7,
3282,10/17/18,10:01:03 AM,10/17/1810:01:03,31.8,72.7,
3283,10/17/18,10:11:03 AM,10/17/1810:11:03,31.3,72.7,
3284,10/17/18,10:21:03 AM,10/17/1810:21:03,31,72.6,
3285,10/17/18,10:31:03 AM,10/17/1810:31:03,30.9,72.6,
3286,10/17/18,10:41:03 AM,10/17/1810:41:03,30.7,72.6,
3287,10/17/18,10:51:03 AM,10/17/1810:51:03,30.7,72.5,
3288,10/17/18,11:01:03 AM,10/17/1811:01:03,30.7,72.5,
3289,10/17/18,11:11:03 AM,10/17/1811:11:03,31.6,72.5,
3290,10/17/18,11:21:03 AM,10/17/1811:21:03,32.1,72.6,
3291,10/17/18,11:31:03 AM,10/17/1811:31:03,32.1,72.7,
3292,10/17/18,11:41:03 AM,10/17/1811:41:03,31.9,72.8,
3293,10/17/18,11:51:03 AM,10/17/1811:51:03,32.1,72.9,
3294,10/17/18,12:01:03 PM,10/17/1812:01:03,32,72.9,
3295,10/17/18,12:11:03 PM,10/17/1812:11:03,31.9,73,
3296,10/17/18,12:21:03 PM,10/17/1812:21:03,32.4,73.1,
3297,10/17/18,12:31:03 PM,10/17/1812:31:03,32.4,73.1,
3298,10/17/18,12:41:03 PM,10/17/1812:41:03,32.5,73.1,
3299,10/17/18,12:51:03 PM,10/17/1812:51:03,32.5,73,
3300,10/17/18,1:01:03 PM,10/17/1813:01:03,32.6,73,
3301,10/17/18,1:11:03 PM,10/17/1813:11:03,32.9,72.9,
3302,10/17/18,1:21:03 PM,10/17/1813:21:03,33.1,72.9,
3303,10/17/18,1:31:03 PM,10/17/1813:31:03,33.2,72.9,
3304,10/17/18,1:41:03 PM,10/17/1813:41:03,33,73,
3305,10/17/18,1:51:03 PM,10/17/1813:51:03,33.3,72.7,
3306,10/17/18,2:01:03 PM,10/17/1814:01:03,33.4,72.5,
3307,10/17/18,2:11:03 PM,10/17/1814:11:03,33.6,72.5,
3308,10/17/18,2:21:03 PM,10/17/1814:21:03,33.4,72.5,
3309,10/17/18,2:31:03 PM,10/17/1814:31:03,33.9,72.5,
3310,10/17/18,2:41:03 PM,10/17/1814:41:03,33.5,72.6,
3311,10/17/18,2:51:03 PM,10/17/1814:51:03,33.5,72.7,
3312,10/17/18,3:01:03 PM,10/17/1815:01:03,33.6,72.7,
3313,10/17/18,3:11:03 PM,10/17/1815:11:03,33.7,72.7,
3314,10/17/18,3:21:03 PM,10/17/1815:21:03,33.5,72.7,
3315,10/17/18,3:31:03 PM,10/17/1815:31:03,33.4,72.7,
3316,10/17/18,3:41:03 PM,10/17/1815:41:03,33.2,72.7,
3317,10/17/18,3:51:03 PM,10/17/1815:51:03,32.9,72.8,
3318,10/17/18,4:01:03 PM,10/17/1816:01:03,32.6,73.1,
3319,10/17/18,4:11:03 PM,10/17/1816:11:03,32.2,73.5,
3320,10/17/18,4:21:03 PM,10/17/1816:21:03,32,73.7,
3321,10/17/18,4:31:03 PM,10/17/1816:31:03,31.8,73.7,
3322,10/17/18,4:41:03 PM,10/17/1816:41:03,31.5,73.6,
3323,10/17/18,4:51:03 PM,10/17/1816:51:03,31.3,73.4,
3324,10/17/18,5:01:03 PM,10/17/1817:01:03,31.3,73.2,
3325,10/17/18,5:11:03 PM,10/17/1817:11:03,31.2,73.1,
3326,10/17/18,5:21:03 PM,10/17/1817:21:03,31.2,72.9,
3327,10/17/18,5:31:03 PM,10/17/1817:31:03,31,72.8,
3328,10/17/18,5:41:03 PM,10/17/1817:41:03,30.9,72.6,
3329,10/17/18,5:51:03 PM,10/17/1817:51:03,30.8,72.5,
3330,10/17/18,6:01:03 PM,10/17/1818:01:03,30.6,72.4,
3331,10/17/18,6:11:03 PM,10/17/1818:11:03,30.6,72.3,
3332,10/17/18,6:21:03 PM,10/17/1818:21:03,30.4,72.2,
3333,10/17/18,6:31:03 PM,10/17/1818:31:03,30.3,72.1,
3334,10/17/18,6:41:03 PM,10/17/1818:41:03,30.2,72,
3335,10/17/18,6:51:03 PM,10/17/1818:51:03,30,71.9,
3336,10/17/18,7:01:03 PM,10/17/1819:01:03,29.8,71.8,
3337,10/17/18,7:11:03 PM,10/17/1819:11:03,29.7,71.8,
3338,10/17/18,7:21:03 PM,10/17/1819:21:03,29.7,71.7,
3339,10/17/18,7:31:03 PM,10/17/1819:31:03,29.7,71.6,
3340,10/17/18,7:41:03 PM,10/17/1819:41:03,29.6,71.5,
3341,10/17/18,7:51:03 PM,10/17/1819:51:03,29.4,71.5,
3342,10/17/18,8:01:03 PM,10/17/1820:01:03,29.5,71.4,
3343,10/17/18,8:11:03 PM,10/17/1820:11:03,29.4,71.3,
3344,10/17/18,8:21:03 PM,10/17/1820:21:03,29.1,71.3,
3345,10/17/18,8:31:03 PM,10/17/1820:31:03,29,71.3,
3346,10/17/18,8:41:03 PM,10/17/1820:41:03,29,71.3,
3347,10/17/18,8:51:03 PM,10/17/1820:51:03,28.9,71.2,
3348,10/17/18,9:01:03 PM,10/17/1821:01:03,29.1,71.2,
3349,10/17/18,9:11:03 PM,10/17/1821:11:03,28.8,71.2,
3350,10/17/18,9:21:03 PM,10/17/1821:21:03,28.6,71.2,
3351,10/17/18,9:31:03 PM,10/17/1821:31:03,28.5,71.2,
3352,10/17/18,9:41:03 PM,10/17/1821:41:03,28.4,71.2,
3353,10/17/18,9:51:03 PM,10/17/1821:51:03,28.3,71.2,
3354,10/17/18,10:01:03 PM,10/17/1822:01:03,28.1,71.2,
3355,10/17/18,10:11:03 PM,10/17/1822:11:03,28.2,71.2,
3356,10/17/18,10:21:03 PM,10/17/1822:21:03,28.1,71.2,
3357,10/17/18,10:31:03 PM,10/17/1822:31:03,28.1,71.2,
3358,10/17/18,10:41:03 PM,10/17/1822:41:03,28.1,71.1,
3359,10/17/18,10:51:03 PM,10/17/1822:51:03,28.1,71.1,
3360,10/17/18,11:01:03 PM,10/17/1823:01:03,28,71.1,
3361,10/17/18,11:11:03 PM,10/17/1823:11:03,28,71.1,
3362,10/17/18,11:21:03 PM,10/17/1823:21:03,27.8,71.1,
3363,10/17/18,11:31:03 PM,10/17/1823:31:03,27.7,71.1,
3364,10/17/18,11:41:03 PM,10/17/1823:41:03,27.5,71.1,
3365,10/17/18,11:51:03 PM,10/17/1823:51:03,27.5,71.1,
3366,10/18/18,12:01:03 AM,10/18/1800:01:03,27.4,71.1,
3367,10/18/18,12:11:03 AM,10/18/1800:11:03,27.4,71.1,
3368,10/18/18,12:21:03 AM,10/18/1800:21:03,27.2,71.1,
3369,10/18/18,12:31:03 AM,10/18/1800:31:03,27.2,71.1,
3370,10/18/18,12:41:03 AM,10/18/1800:41:03,27.1,71.1,
3371,10/18/18,12:51:03 AM,10/18/1800:51:03,27,71.1,
3372,10/18/18,1:01:03 AM,10/18/1801:01:03,26.9,71.1,
3373,10/18/18,1:11:03 AM,10/18/1801:11:03,26.8,71,
3374,10/18/18,1:21:03 AM,10/18/1801:21:03,26.9,71.1,
3375,10/18/18,1:31:03 AM,10/18/1801:31:03,26.9,71.1,
3376,10/18/18,1:41:03 AM,10/18/1801:41:03,27.1,71.1,
3377,10/18/18,1:51:03 AM,10/18/1801:51:03,27.3,71.1,
3378,10/18/18,2:01:03 AM,10/18/1802:01:03,27.4,71.1,
3379,10/18/18,2:11:03 AM,10/18/1802:11:03,27.4,71.1,
3380,10/18/18,2:21:03 AM,10/18/1802:21:03,27.5,71.1,
3381,10/18/18,2:31:03 AM,10/18/1802:31:03,27.5,71.1,
3382,10/18/18,2:41:03 AM,10/18/1802:41:03,27.5,71.1,
3383,10/18/18,2:51:03 AM,10/18/1802:51:03,27.5,71.1,
3384,10/18/18,3:01:03 AM,10/18/1803:01:03,27.6,71.1,
3385,10/18/18,3:11:03 AM,10/18/1803:11:03,27.6,71.1,
3386,10/18/18,3:21:03 AM,10/18/1803:21:03,27.6,71.1,
3387,10/18/18,3:31:03 AM,10/18/1803:31:03,27.5,71.1,
3388,10/18/18,3:41:03 AM,10/18/1803:41:03,27.4,71.1,
3389,10/18/18,3:51:03 AM,10/18/1803:51:03,27.4,71.1,
3390,10/18/18,4:01:03 AM,10/18/1804:01:03,27.2,71.1,
3391,10/18/18,4:11:03 AM,10/18/1804:11:03,27.2,71.1,
3392,10/18/18,4:21:03 AM,10/18/1804:21:03,27.1,71.1,
3393,10/18/18,4:31:03 AM,10/18/1804:31:03,26.9,71.1,
3394,10/18/18,4:41:03 AM,10/18/1804:41:03,26.8,71.1,
3395,10/18/18,4:51:03 AM,10/18/1804:51:03,26.7,71.1,
3396,10/18/18,5:01:03 AM,10/18/1805:01:03,26.7,71.1,
3397,10/18/18,5:11:03 AM,10/18/1805:11:03,26.7,71.1,
3398,10/18/18,5:21:03 AM,10/18/1805:21:03,26.6,71.1,
3399,10/18/18,5:31:03 AM,10/18/1805:31:03,26.7,71.1,
3400,10/18/18,5:41:03 AM,10/18/1805:41:03,26.6,71.1,
3401,10/18/18,5:51:03 AM,10/18/1805:51:03,26.6,71.1,
3402,10/18/18,6:01:03 AM,10/18/1806:01:03,26.5,71.1,
3403,10/18/18,6:11:03 AM,10/18/1806:11:03,26.3,71.1,
3404,10/18/18,6:21:03 AM,10/18/1806:21:03,26.1,71.1,
3405,10/18/18,6:31:03 AM,10/18/1806:31:03,25.9,71,
3406,10/18/18,6:41:03 AM,10/18/1806:41:03,26.1,71.1,
3407,10/18/18,6:51:03 AM,10/18/1806:51:03,25.9,71.1,
3408,10/18/18,7:01:03 AM,10/18/1807:01:03,25.9,71.1,
3409,10/18/18,7:11:03 AM,10/18/1807:11:03,25.9,71.1,
3410,10/18/18,7:21:03 AM,10/18/1807:21:03,26,71.1,
3411,10/18/18,7:31:03 AM,10/18/1807:31:03,26.1,71.1,
3412,10/18/18,7:41:03 AM,10/18/1807:41:03,26,71.1,
3413,10/18/18,7:51:03 AM,10/18/1807:51:03,25.9,71.1,
3414,10/18/18,8:01:03 AM,10/18/1808:01:03,25.9,71.1,
3415,10/18/18,8:11:03 AM,10/18/1808:11:03,26.6,70.9,
3416,10/18/18,8:21:03 AM,10/18/1808:21:03,26.5,71,
3417,10/18/18,8:31:03 AM,10/18/1808:31:03,26.3,71.1,
3418,10/18/18,8:41:03 AM,10/18/1808:41:03,26.2,71.2,
3419,10/18/18,8:51:03 AM,10/18/1808:51:03,27.1,71.3,
3420,10/18/18,9:01:03 AM,10/18/1809:01:03,27.1,71.5,
3421,10/18/18,9:11:03 AM,10/18/1809:11:03,27.2,71.6,
3422,10/18/18,9:21:03 AM,10/18/1809:21:03,26.9,71.7,
3423,10/18/18,9:31:03 AM,10/18/1809:31:03,26.5,71.8,
3424,10/18/18,9:41:03 AM,10/18/1809:41:03,25.9,71.8,
3425,10/18/18,9:51:03 AM,10/18/1809:51:03,25.9,71.9,
3426,10/18/18,10:01:03 AM,10/18/1810:01:03,26.3,72,
3427,10/18/18,10:11:03 AM,10/18/1810:11:03,25.9,72,
3428,10/18/18,10:21:03 AM,10/18/1810:21:03,26.2,72.1,
3429,10/18/18,10:31:03 AM,10/18/1810:31:03,26.5,72.2,
3430,10/18/18,10:41:03 AM,10/18/1810:41:03,26,72.2,
3431,10/18/18,10:51:03 AM,10/18/1810:51:03,26,72.2,
3432,10/18/18,11:01:03 AM,10/18/1811:01:03,26,72.3,
3433,10/18/18,11:11:03 AM,10/18/1811:11:03,25.9,72.3,
3434,10/18/18,11:21:03 AM,10/18/1811:21:03,26,72.4,
3435,10/18/18,11:31:03 AM,10/18/1811:31:03,26.9,72.6,
3436,10/18/18,11:41:03 AM,10/18/1811:41:03,26,72.5,
3437,10/18/18,11:51:03 AM,10/18/1811:51:03,25.7,72.5,
3438,10/18/18,12:01:03 PM,10/18/1812:01:03,25.6,72.5,
3439,10/18/18,12:11:03 PM,10/18/1812:11:03,25.5,72.6,
3440,10/18/18,12:21:03 PM,10/18/1812:21:03,25.4,72.6,
3441,10/18/18,12:31:03 PM,10/18/1812:31:03,25.3,72.6,
3442,10/18/18,12:41:03 PM,10/18/1812:41:03,25.2,72.6,
3443,10/18/18,12:51:03 PM,10/18/1812:51:03,25.1,72.6,
3444,10/18/18,1:01:03 PM,10/18/1813:01:03,25.3,72.7,
3445,10/18/18,1:11:03 PM,10/18/1813:11:03,25.2,72.7,
3446,10/18/18,1:21:03 PM,10/18/1813:21:03,25.1,72.6,
3447,10/18/18,1:31:03 PM,10/18/1813:31:03,25.1,72.7,
3448,10/18/18,1:41:03 PM,10/18/1813:41:03,24.9,72.7,
3449,10/18/18,1:51:03 PM,10/18/1813:51:03,24.9,72.7,
3450,10/18/18,2:01:03 PM,10/18/1814:01:03,24.9,72.7,
3451,10/18/18,2:11:03 PM,10/18/1814:11:03,25.1,72.7,
3452,10/18/18,2:21:03 PM,10/18/1814:21:03,25,72.8,
3453,10/18/18,2:31:03 PM,10/18/1814:31:03,24.9,72.8,
3454,10/18/18,2:41:03 PM,10/18/1814:41:03,25,72.9,
3455,10/18/18,2:51:03 PM,10/18/1814:51:03,25,72.9,
3456,10/18/18,3:01:03 PM,10/18/1815:01:03,25,72.9,
3457,10/18/18,3:11:03 PM,10/18/1815:11:03,24.8,72.9,
3458,10/18/18,3:21:03 PM,10/18/1815:21:03,24.9,72.9,
3459,10/18/18,3:31:03 PM,10/18/1815:31:03,25,72.9,
3460,10/18/18,3:41:03 PM,10/18/1815:41:03,25,72.9,
3461,10/18/18,3:51:03 PM,10/18/1815:51:03,25,72.9,
3462,10/18/18,4:01:03 PM,10/18/1816:01:03,24.9,73,
3463,10/18/18,4:11:03 PM,10/18/1816:11:03,24.9,73,
3464,10/18/18,4:21:03 PM,10/18/1816:21:03,25,73.1,
3465,10/18/18,4:31:03 PM,10/18/1816:31:03,24.8,73,
3466,10/18/18,4:41:03 PM,10/18/1816:41:03,25.9,91.5,
3467,10/18/18,4:51:03 PM,10/18/1816:51:03,24.8,72.9,
3468,10/18/18,5:01:03 PM,10/18/1817:01:03,24.7,72.9,
3469,10/18/18,5:11:03 PM,10/18/1817:11:03,24.6,72.8,
3470,10/18/18,5:21:03 PM,10/18/1817:21:03,25.8,91.3,
3471,10/18/18,5:31:03 PM,10/18/1817:31:03,25.7,91.7,
3472,10/18/18,5:41:03 PM,10/18/1817:41:03,25.7,91.6,
3473,10/18/18,5:51:03 PM,10/18/1817:51:03,25.9,91.5,
3474,10/18/18,6:01:03 PM,10/18/1818:01:03,25.8,90.9,
3475,10/18/18,6:11:03 PM,10/18/1818:11:03,25.7,90.9,
3476,10/18/18,6:21:03 PM,10/18/1818:21:03,25.8,90.8,
3477,10/18/18,6:31:03 PM,10/18/1818:31:03,25.8,90.9,
3478,10/18/18,6:41:03 PM,10/18/1818:41:03,25.8,90.8,
3479,10/18/18,6:51:03 PM,10/18/1818:51:03,27.1,90.9,
3480,10/18/18,7:01:03 PM,10/18/1819:01:03,27.3,90.9,
3481,10/18/18,7:11:03 PM,10/18/1819:11:03,27.3,90.9,
3482,10/18/18,7:21:03 PM,10/18/1819:21:03,27.3,90.9,
3483,10/18/18,7:31:03 PM,10/18/1819:31:03,27.5,90.8,
3484,10/18/18,7:41:03 PM,10/18/1819:41:03,27.6,90.7,
3485,10/18/18,7:51:03 PM,10/18/1819:51:03,27.6,90.7,
3486,10/18/18,8:01:03 PM,10/18/1820:01:03,28,90.7,
3487,10/18/18,8:11:03 PM,10/18/1820:11:03,28.2,90.7,
3488,10/18/18,8:21:03 PM,10/18/1820:21:03,28.1,90.7,
3489,10/18/18,8:31:03 PM,10/18/1820:31:03,28.2,90.6,
3490,10/18/18,8:41:03 PM,10/18/1820:41:03,27.7,90.6,
3491,10/18/18,8:51:03 PM,10/18/1820:51:03,27.7,90.3,
3492,10/18/18,9:01:03 PM,10/18/1821:01:03,27.7,90.3,
3493,10/18/18,9:11:03 PM,10/18/1821:11:03,27.9,90.3,
3494,10/18/18,9:21:03 PM,10/18/1821:21:03,27.9,90.2,
3495,10/18/18,9:31:03 PM,10/18/1821:31:03,28.1,90.3,
3496,10/18/18,9:41:03 PM,10/18/1821:41:03,28.2,90.3,
3497,10/18/18,9:51:03 PM,10/18/1821:51:03,28.2,90.2,
3498,10/18/18,10:01:03 PM,10/18/1822:01:03,28.1,90.2,
3499,10/18/18,10:11:03 PM,10/18/1822:11:03,28.2,90.2,
3500,10/18/18,10:21:03 PM,10/18/1822:21:03,28.2,90.2,
3501,10/18/18,10:31:03 PM,10/18/1822:31:03,28.1,90.2,
3502,10/18/18,10:41:03 PM,10/18/1822:41:03,28.2,90.3,
3503,10/18/18,10:51:03 PM,10/18/1822:51:03,28.2,90.3,
3504,10/18/18,11:01:03 PM,10/18/1823:01:03,27.9,90.2,
3505,10/18/18,11:11:03 PM,10/18/1823:11:03,27.9,90.2,
3506,10/18/18,11:21:03 PM,10/18/1823:21:03,28.2,90.3,
3507,10/18/18,11:31:03 PM,10/18/1823:31:03,28.2,90.3,
3508,10/18/18,11:41:03 PM,10/18/1823:41:03,28.2,90.2,
3509,10/18/18,11:51:03 PM,10/18/1823:51:03,28.2,90.2,
3510,10/19/18,12:01:03 AM,10/19/1800:01:03,28.2,90.2,
3511,10/19/18,12:11:03 AM,10/19/1800:11:03,27.9,90.2,
3512,10/19/18,12:21:03 AM,10/19/1800:21:03,28.2,90.2,
3513,10/19/18,12:31:03 AM,10/19/1800:31:03,28,90,
3514,10/19/18,12:41:03 AM,10/19/1800:41:03,27.9,90,
3515,10/19/18,12:51:03 AM,10/19/1800:51:03,28,90.2,
3516,10/19/18,1:01:03 AM,10/19/1801:01:03,28,90.2,
3517,10/19/18,1:11:03 AM,10/19/1801:11:03,28,90.2,
3518,10/19/18,1:21:03 AM,10/19/1801:21:03,27.9,90.2,
3519,10/19/18,1:31:03 AM,10/19/1801:31:03,28,90.2,
3520,10/19/18,1:41:03 AM,10/19/1801:41:03,27.9,90,
3521,10/19/18,1:51:03 AM,10/19/1801:51:03,27.9,90,
3522,10/19/18,2:01:03 AM,10/19/1802:01:03,27.9,90,
3523,10/19/18,2:11:03 AM,10/19/1802:11:03,28,90,
3524,10/19/18,2:21:03 AM,10/19/1802:21:03,28,90,
3525,10/19/18,2:31:03 AM,10/19/1802:31:03,28,90,
3526,10/19/18,2:41:03 AM,10/19/1802:41:03,28.1,90,
3527,10/19/18,2:51:03 AM,10/19/1802:51:03,28.1,90,
3528,10/19/18,3:01:03 AM,10/19/1803:01:03,28.1,90,
3529,10/19/18,3:11:03 AM,10/19/1803:11:03,28.1,90,
3530,10/19/18,3:21:03 AM,10/19/1803:21:03,28.1,90,
3531,10/19/18,3:31:03 AM,10/19/1803:31:03,28,90,
3532,10/19/18,3:41:03 AM,10/19/1803:41:03,28,90,
3533,10/19/18,3:51:03 AM,10/19/1803:51:03,28,90,
3534,10/19/18,4:01:03 AM,10/19/1804:01:03,27.9,90,
3535,10/19/18,4:11:03 AM,10/19/1804:11:03,28,90,
3536,10/19/18,4:21:03 AM,10/19/1804:21:03,28,90,
3537,10/19/18,4:31:03 AM,10/19/1804:31:03,28,90,
3538,10/19/18,4:41:03 AM,10/19/1804:41:03,28,90,
3539,10/19/18,4:51:03 AM,10/19/1804:51:03,28,90,
3540,10/19/18,5:01:03 AM,10/19/1805:01:03,28,90,
3541,10/19/18,5:11:03 AM,10/19/1805:11:03,28.1,90,
3542,10/19/18,5:21:03 AM,10/19/1805:21:03,28.1,90,
3543,10/19/18,5:31:03 AM,10/19/1805:31:03,28.2,90,
3544,10/19/18,5:41:03 AM,10/19/1805:41:03,28.1,90,
3545,10/19/18,5:51:03 AM,10/19/1805:51:03,28.2,90,
3546,10/19/18,6:01:03 AM,10/19/1806:01:03,28.2,90,
3547,10/19/18,6:11:03 AM,10/19/1806:11:03,28.1,90,
3548,10/19/18,6:21:03 AM,10/19/1806:21:03,28,90,
3549,10/19/18,6:31:03 AM,10/19/1806:31:03,28,90,
3550,10/19/18,6:41:03 AM,10/19/1806:41:03,28.2,90,
3551,10/19/18,6:51:03 AM,10/19/1806:51:03,28.2,90,
3552,10/19/18,7:01:03 AM,10/19/1807:01:03,28.1,90,
3553,10/19/18,7:11:03 AM,10/19/1807:11:03,28.1,90,
3554,10/19/18,7:21:03 AM,10/19/1807:21:03,28.1,90,
3555,10/19/18,7:31:03 AM,10/19/1807:31:03,28.1,90,
3556,10/19/18,7:41:03 AM,10/19/1807:41:03,28.1,90,
3557,10/19/18,7:51:03 AM,10/19/1807:51:03,28.1,89.9,
3558,10/19/18,8:01:03 AM,10/19/1808:01:03,28.2,89.9,
3559,10/19/18,8:11:03 AM,10/19/1808:11:03,28.2,90,
3560,10/19/18,8:21:03 AM,10/19/1808:21:03,28,90,
3561,10/19/18,8:31:03 AM,10/19/1808:31:03,28,90,
3562,10/19/18,8:41:03 AM,10/19/1808:41:03,27.9,90,
3563,10/19/18,8:51:03 AM,10/19/1808:51:03,28,90,
3564,10/19/18,9:01:03 AM,10/19/1809:01:03,28.2,90,
3565,10/19/18,9:11:03 AM,10/19/1809:11:03,32.7,90.3,
3566,10/19/18,9:21:03 AM,10/19/1809:21:03,31.6,90.2,
3567,10/19/18,9:31:03 AM,10/19/1809:31:03,31.7,90.3,
3568,10/19/18,9:41:03 AM,10/19/1809:41:03,31.7,90.3,
3569,10/19/18,9:51:03 AM,10/19/1809:51:03,32.3,90.3,
3570,10/19/18,10:01:03 AM,10/19/1810:01:03,31.7,90.7,
3571,10/19/18,10:11:03 AM,10/19/1810:11:03,32.9,90.9,
3572,10/19/18,10:21:03 AM,10/19/1810:21:03,32.8,90.8,
3573,10/19/18,10:31:03 AM,10/19/1810:31:03,32.6,90.9,
3574,10/19/18,10:41:03 AM,10/19/1810:41:03,32.6,92,
3575,10/19/18,10:51:03 AM,10/19/1810:51:03,32.4,92,
3576,10/19/18,11:01:03 AM,10/19/1811:01:03,31.8,92,
3577,10/19/18,11:11:03 AM,10/19/1811:11:03,31.8,92,
3578,10/19/18,11:21:03 AM,10/19/1811:21:03,31.7,93.2,
3579,10/19/18,11:31:03 AM,10/19/1811:31:03,31.2,93.3,
3580,10/19/18,11:41:03 AM,10/19/1811:41:03,31.7,93.3,
3581,10/19/18,11:51:03 AM,10/19/1811:51:03,32.5,93.3,
3582,10/19/18,12:01:03 PM,10/19/1812:01:03,31.8,93.3,
3583,10/19/18,12:11:03 PM,10/19/1812:11:03,31.9,93.5,
3584,10/19/18,12:21:03 PM,10/19/1812:21:03,31.3,93.7,
3585,10/19/18,12:31:03 PM,10/19/1812:31:03,30.8,93.8,
3586,10/19/18,12:41:03 PM,10/19/1812:41:03,28.3,93.7,
3587,10/19/18,12:51:03 PM,10/19/1812:51:03,28.3,93.8,
3588,10/19/18,1:01:03 PM,10/19/1813:01:03,28.3,93.8,
3589,10/19/18,1:11:03 PM,10/19/1813:11:03,30.7,93.7,
3590,10/19/18,1:21:03 PM,10/19/1813:21:03,31,93.7,
3591,10/19/18,1:31:03 PM,10/19/1813:31:03,31,93.7,
3592,10/19/18,1:41:03 PM,10/19/1813:41:03,31,93.7,
3593,10/19/18,1:51:03 PM,10/19/1813:51:03,31.3,93.8,
3594,10/19/18,2:01:03 PM,10/19/1814:01:03,31.7,93.8,
3595,10/19/18,2:11:03 PM,10/19/1814:11:03,31.6,93.7,
3596,10/19/18,2:21:03 PM,10/19/1814:21:03,31.6,93.8,
3597,10/19/18,2:31:03 PM,10/19/1814:31:03,31.7,93.8,
3598,10/19/18,2:41:03 PM,10/19/1814:41:03,31.3,93.7,
3599,10/19/18,2:51:03 PM,10/19/1814:51:03,31,93.8,
3600,10/19/18,3:01:03 PM,10/19/1815:01:03,31.3,93.8,
3601,10/19/18,3:11:03 PM,10/19/1815:11:03,31,93.7,
3602,10/19/18,3:21:03 PM,10/19/1815:21:03,31.2,93.7,
3603,10/19/18,3:31:03 PM,10/19/1815:31:03,31,93.7,
3604,10/19/18,3:41:03 PM,10/19/1815:41:03,28.3,93.7,
3605,10/19/18,3:51:03 PM,10/19/1815:51:03,28.3,93.7,
3606,10/19/18,4:01:03 PM,10/19/1816:01:03,28,93.8,
3607,10/19/18,4:11:03 PM,10/19/1816:11:03,27.9,93.7,
3608,10/19/18,4:21:03 PM,10/19/1816:21:03,28.3,93.7,
3609,10/19/18,4:31:03 PM,10/19/1816:31:03,28.2,93.5,
